y_true,y_pred
4.0,4.260486673212926
83.0,79.56945719821191
162.0,125.257765348677
181.0,179.5204364607392
0.0,28.896746603707953
136.0,142.55323041065907
0.0,5.754462537788918
76.0,69.61059194581405
0.0,5.824438891366444
100.0,90.87741996859305
19.0,16.149032565665745
137.0,110.21262800020232
14.0,20.249866114517733
43.0,31.701047464569978
138.0,50.1671157211717
39.0,19.18620177497168
112.0,91.05781770761874
83.0,104.26762918234525
16.0,41.362566416265764
52.0,27.492858701417305
91.0,89.47169229256521
45.0,67.86299389317304
6.0,25.257969986800465
126.0,108.79930271520162
110.0,161.296674069024
80.0,92.3410387412739
0.0,-0.005459908255460325
26.0,21.602491050332347
0.0,-1.996210969079237
191.0,180.58728435993984
17.0,16.405712310398926
33.0,21.46589985196486
27.0,42.43710635859524
181.0,152.07779499192407
27.0,26.92382817899873
122.0,129.01212847908388
26.0,28.173169866340963
110.0,90.17887293756051
60.0,73.5951480391079
77.0,43.348250411388996
133.0,132.25353135375605
79.0,73.42009631081505
26.0,30.52779166562254
96.0,73.70616523905582
0.0,0.6741717310065423
75.0,54.86317132377568
13.0,7.100674294336512
44.0,37.666223889305236
63.0,77.9093374918819
117.0,112.86355509364695
79.0,79.43546802601105
62.0,57.55738508153578
0.0,17.309507106470914
91.0,32.43799110156084
15.0,11.76067440083339
122.0,106.65275802767164
144.0,150.47682125995323
51.0,61.47742140844024
0.0,7.973974072694166
37.0,27.21106355565257
14.0,17.153388498700284
107.0,93.95747260737292
109.0,110.03314733158115
62.0,75.03417658894165
56.0,66.38209593653632
99.0,85.95407981985718
70.0,74.29184033969196
0.0,12.300332285152045
205.0,203.10353115514235
110.0,124.94179658799136
36.0,26.946660495605208
77.0,56.48598313659262
165.0,171.1838969301135
39.0,28.435146020813324
22.0,13.227744734031337
66.0,66.04803434035415
92.0,90.4291067012374
107.0,129.61917079912695
74.0,87.33773149060205
60.0,49.23476495130392
65.0,55.62414340376238
102.0,133.5221370327597
157.0,138.4442636589215
0.0,0.857984867572208
0.0,8.517921635063066
55.0,52.42801090564212
142.0,152.95519004249346
51.0,47.93723299835322
143.0,108.70899219243644
48.0,52.93205086188029
30.0,37.09747966119626
90.0,55.49876922286833
104.0,117.01742588648722
162.0,158.20522323670116
51.0,68.16887779384165
0.0,1.669128488802611
150.0,142.63294378804542
11.0,18.966951944833426
11.0,3.5833640862845035
124.0,104.40660036447721
19.0,17.8951956221926
33.0,35.559816085585595
192.0,194.10351255586735
87.0,95.39268754402424
33.0,30.792741160412866
20.0,17.534281951858564
135.0,140.09733134188667
127.0,132.11527889180581
162.0,109.97133388770322
28.0,44.95671027172348
106.0,114.01440866732588
179.0,171.47813293200247
163.0,159.4704724001485
44.0,31.677297705173515
35.0,25.92672549309996
57.0,58.37889297088299
52.0,40.40456928229962
103.0,120.10487963365499
133.0,164.73151502914465
62.0,81.80566192998062
0.0,18.474279429811343
138.0,152.6454368351761
58.0,44.91675244408067
0.0,14.245474658658623
51.0,53.16567979366596
106.0,86.0488223163739
122.0,108.49748211423069
71.0,87.29015352127196
131.0,130.138641442125
0.0,14.456730082361451
89.0,98.77571095190662
87.0,81.34342453869333
0.0,-0.7537528139220848
172.0,183.37384222797772
109.0,120.08926947205816
40.0,50.35324973658407
87.0,91.05698520134052
119.0,129.03871377940888
92.0,76.52211093709245
27.0,48.58426423967462
59.0,78.2055693563789
24.0,22.30609389209367
52.0,49.183145820523286
38.0,42.888944248068064
170.0,151.6412696948919
79.0,99.31898747337613
43.0,49.803805167974126
158.0,146.04257632612797
96.0,113.92443220212658
12.0,21.404216715616528
186.0,144.04660807902826
47.0,58.43498268414995
26.0,36.562748269377416
38.0,60.07057249173762
70.0,103.15901706743087
0.0,40.241986619628456
141.0,127.1445533354155
173.0,152.90962964666858
78.0,39.86584864593661
170.0,127.20019594907946
139.0,81.22225024557451
13.0,23.388029974263922
166.0,161.8842969355713
118.0,121.08652019920882
42.0,38.16401576115145
84.0,112.25698764464289
46.0,27.531281429845247
185.0,183.9744159105448
118.0,117.59774449588157
59.0,49.004914014976364
145.0,137.04524543568286
127.0,116.41482422207447
11.0,12.589076758160033
0.0,9.993084021878655
49.0,64.20446609114316
13.0,19.421700794689244
84.0,90.37234980925179
134.0,124.58926795479294
0.0,1.1000792495309635
109.0,122.25605645882331
0.0,7.555531032891502
36.0,54.59210567950269
117.0,120.81728636691614
167.0,164.71330224465146
38.0,62.451941960556404
0.0,9.662044135069836
13.0,30.64812368348926
81.0,85.73085229724246
36.0,37.09187178042345
152.0,162.9276200471602
0.0,20.0461956509562
106.0,98.26167613288231
153.0,143.45960312312846
194.0,185.60656916965962
37.0,32.2159752192636
16.0,23.01282527683965
15.0,31.510892943917302
205.0,184.07332045395884
45.0,55.74161950961724
16.0,14.259039057245575
0.0,8.213131134243636
18.0,7.9873876113744755
15.0,30.147566658041946
142.0,168.75514893058093
83.0,83.85852717030244
72.0,94.24924344096613
17.0,17.730801641375677
117.0,97.56925972148034
16.0,4.115052049689874
149.0,153.639107134892
80.0,105.57237951206872
50.0,30.64536781950269
74.0,75.3748195049662
32.0,40.854770755460315
91.0,106.48715188391354
59.0,76.34462480903247
2.0,12.427041433331066
88.0,110.72307551926315
127.0,115.80600969129685
53.0,34.725713562717175
78.0,67.09322022570812
86.0,87.66774644208466
0.0,13.201927822772493
144.0,154.76911623329565
228.0,207.20515194673231
128.0,121.24754570281581
0.0,22.636627215559948
0.0,-7.50455211670267
19.0,27.507786673344018
0.0,16.226147373966594
46.0,46.15976484828025
6.0,9.473343460302905
14.0,15.468304992908136
83.0,84.64615908378428
78.0,76.30657996657469
56.0,61.7252219116229
48.0,51.42616941725356
24.0,20.067007848112862
245.0,232.41299084488813
2.0,22.812579555761356
122.0,88.67379862391519
117.0,115.4549917584651
35.0,17.900952407210678
65.0,76.72300607835388
80.0,57.10763785229138
12.0,22.933001602567582
142.0,142.3459324498599
31.0,31.857723337383113
146.0,128.00949182180284
11.0,32.5379135825757
0.0,-1.2265130308957877
86.0,73.17672726061647
16.0,10.675463630417266
13.0,17.779846526493174
63.0,49.603012407069464
42.0,50.4540772016077
80.0,73.8071843103981
20.0,12.779126056505026
23.0,17.06370416635008
111.0,98.75011868134216
86.0,70.10555435365757
59.0,46.73546748532282
112.0,96.94696353445649
0.0,9.614684142441165
115.0,106.71828681328446
0.0,6.278960732449488
119.0,114.29663433801778
138.0,142.5108207287608
