y_true,y_pred
4.0,3.2457234443494656
83.0,70.97757534361155
162.0,99.82366506783755
181.0,172.0327064740078
0.0,23.310567449129763
136.0,179.51346931374462
0.0,22.349854801126384
76.0,70.64186115027212
0.0,32.62481677166902
100.0,78.82000595420502
19.0,26.05275015676976
137.0,131.1609882840052
14.0,16.93132323105648
43.0,33.353921644980936
138.0,74.5855874265423
39.0,35.83280867654351
112.0,94.72917558576222
83.0,96.28036390434892
16.0,50.76042336129133
52.0,32.0064403937418
91.0,67.76132465545439
45.0,65.62761568653949
6.0,29.027671523032097
126.0,96.1423677373294
110.0,191.9718964650378
80.0,64.99284052489428
0.0,28.397559139516716
26.0,38.95401951415956
0.0,6.200241284215259
191.0,210.025599423422
17.0,15.941281194323217
33.0,51.168922152598505
27.0,53.90222461324719
181.0,162.4995104337368
27.0,18.94231365943756
122.0,113.74331258956295
26.0,53.26521139718892
110.0,90.14224889228072
60.0,92.75806166928587
77.0,29.560109901880544
133.0,89.11740059276616
79.0,58.65969017989493
26.0,34.98530231124914
96.0,48.32145529741803
0.0,7.486104588175117
75.0,68.06488199096553
13.0,11.208050262289312
44.0,20.554705555684535
63.0,83.0670382911303
117.0,109.13200948383414
79.0,88.99713720662122
62.0,37.8174449310641
0.0,25.00368342664119
91.0,52.89526809666667
15.0,9.784596134539044
122.0,103.12387472629074
144.0,139.1452139293466
51.0,59.48068403477578
0.0,17.073996960100416
37.0,29.213259862433688
14.0,17.32425974120332
107.0,75.07344071988756
109.0,85.47518382197819
62.0,65.80914380203548
56.0,75.10270808982972
99.0,68.17855694201644
70.0,34.57608373324746
0.0,22.25914396636241
205.0,173.72385761793024
110.0,127.893149277599
36.0,6.5740425042570365
77.0,57.20198573544747
165.0,176.23462175473418
39.0,47.93099536188741
22.0,24.327844418229233
66.0,59.96823460121898
92.0,52.73622479709873
107.0,131.37893668423638
74.0,60.57419645106488
60.0,57.02800492898952
65.0,72.15797722980525
102.0,143.58089450796575
157.0,148.67144050966033
0.0,18.574438618037675
0.0,7.531894286126622
55.0,61.18436837913917
142.0,149.4539145899851
51.0,51.09889860635484
143.0,133.98869162465945
48.0,49.53997548022015
30.0,49.39806606348772
90.0,59.08500724992274
104.0,127.52488399119407
162.0,158.65044760842738
51.0,70.87746374061258
0.0,21.805574912621807
150.0,120.14914592389695
11.0,5.132623188461849
11.0,18.15336451207962
124.0,103.48992308567139
19.0,13.46887068348611
33.0,71.98433743604726
192.0,213.46937395824293
87.0,87.2896905500044
33.0,31.018741050566724
20.0,11.094287563294088
135.0,129.91672253719963
127.0,131.86260261186163
162.0,108.95430978897815
28.0,110.78365155614271
